nome,nome_pesquisa,nome_social,nome_social_pesquisa,nascimento,cpf,rg,data_emissao,orgao_emissor,uf_emissao,filiacao,escolaridade,email,telefone,celular,cep,rua,numero,complemento,bairro,cidade,uf,pcd,ps,ja_sorteado,id_turma
Srta. Ágatha Azevedo,SRTA. ÁGATHA AZEVEDO,,,2002-10-13,29767833811,267045834,1998-03-31,OAB,SP,Paulo Marques,3,otavio11@example.net,0300-817-6974,+55 59 9 5101 7092,36924239,Viela Vinicius Porto,92,,Lorena,Albuquerque da Mata,PR,False,False,False,58
Camila Lopes,CAMILA LOPES,Murilo Araújo,MURILO ARAÚJO,2005-10-27,15895744435,109749337,1994-09-02,IFP,RJ,Luiz Otávio Garcia,7,qmachado@example.org,84 5361 6124,+55 60 97371-7201,40958-216,Lago Novaes,455,,Vila Nova Cachoeirinha 1ª Seção,Garcia,PR,True,False,False,58
Daniela Pinto,DANIELA PINTO,,,1975-07-12,06211776608,,,,,Lorena Santos,4,mendoncarael@example.net,+55 31 3429-8463,+55 55 9 6344-4320,58091-887,Feira Leão,210,,Alto Vera Cruz,Pereira,MG,True,False,False,58
Gustavo Henrique Cardoso,GUSTAVO HENRIQUE CARDOSO,,,1966-10-19,17439790707,758425403,1999-08-24,IFP,RS,Bianca Castro,4,duarteluiz-fernando@example.org,+55 71 8341-2047,+55 71 98250 5168,55070-105,Quadra da Conceição,54,,Vila Fumec,Melo de Gomes,RJ,False,False,False,58
Alexandre Nogueira,ALEXANDRE NOGUEIRA,João Miguel da Mata,JOÃO MIGUEL DA MATA,2003-08-08,46308175145,400503492,2004-12-16,DETRAN,RJ,Dr. Davi Lucca Aragão,5,diogo75@example.net,71 8624-5090,+55 (040) 91573-2888,10801879,Distrito Campos,75,,Vila Copacabana,Vasconcelos,PR,False,False,False,58
Erick Martins,ERICK MARTINS,,,2000-12-10,18793184905,,,,,Francisco Azevedo,3,thiago47@example.org,+55 (061) 3220 2847,+55 48 92690 4792,99090264,Núcleo de Almeida,15,,Floresta,Jesus do Galho,RS,False,False,False,58
Valentina das Neves,VALENTINA DAS NEVES,,,1970-11-04,23396247116,506268267,2005-09-09,IFP,SP,João Alves,6,mariavasconcelos@example.com,(031) 3193-1513,+55 (90) 92685 5829,24115412,Favela Novaes,341,,Vila Oeste,Porto,SP,False,False,False,58
Maria Luísa Silveira,MARIA LUÍSA SILVEIRA,,,1944-09-06,65484950554,903119596,1999-08-15,DETRAN,PR,Maria Helena Dias,3,crocha@example.com,31 9598-9749,+55 57 9 4987-3961,02614-566,Via Dias,36,,Nova Cintra,Sousa Paulista,MG,True,False,False,58
Emanuella Oliveira,EMANUELLA OLIVEIRA,,,1982-03-29,11280574925,659174700,1995-09-16,SSP,SP,Allana Cassiano,5,mariana89@example.com,+55 (011) 0860-8866,+55 (33) 93213 8641,20331242,Feira Emanuella Vasconcelos,6,,Belvedere,Costela das Flores,MG,True,False,False,58
Felipe Moura,FELIPE MOURA,,,1989-12-17,58271544152,302785583,1998-08-03,OAB,RJ,Dr. Alexandre Cavalcante,7,ofreitas@example.net,(021) 0015-5590,+55 51 98316 4545,50839178,Jardim Barbosa,3,,Urca,Ramos,PR,False,False,False,58
Sr. João Gabriel Aragão,SR. JOÃO GABRIEL ARAGÃO,,,1991-10-01,50592225607,611379059,1998-01-03,DETRAN,SP,Danilo da Mota,6,hduarte@example.net,(011) 9040-1548,+55 (50) 9 4230 6992,57670-645,Viela Natália Leão,46,,Europa,Ferreira de Minas,PR,False,False,False,58
Calebe Caldeira,CALEBE CALDEIRA,Mateus Costa,MATEUS COSTA,1978-04-08,70653678193,740278915,1997-02-19,SSP,SP,Lucas Gabriel Mendes,5,saemanuel@example.org,(084) 6650 5741,+55 57 9 4128 7926,09008-993,Condomínio Azevedo,52,,Planalto,Teixeira Verde,RS,False,False,False,58
Lívia Martins,LÍVIA MARTINS,,,1970-07-06,79160228857,243175526,1999-06-26,DETRAN,RJ,Maria Luiza Azevedo,2,cauagoncalves@example.net,+55 31 4882 6641,+55 (79) 97369-0938,00211-063,Colônia de Fonseca,26,,Trevo,das Neves,RJ,False,False,False,59
Francisco Freitas,FRANCISCO FREITAS,,,2005-09-04,87559892760,183594500,2003-01-30,SSP,MG,Marcos Vinicius Pacheco,5,clara64@example.com,61 2082 9771,+55 65 92928 9202,49685674,Núcleo Albuquerque,1,,Nova Floresta,Marques do Oeste,MG,False,False,False,59
Maya Barros,MAYA BARROS,,,1953-07-01,22737542804,952935170,2000-09-23,OAB,PR,Mirella Câmara,6,sousavinicius@example.net,+55 (021) 5021-3417,+55 (61) 97498 9418,08148513,Ladeira de Garcia,16,,São Paulo,Silveira,RS,False,False,False,59
José Miguel Marques,JOSÉ MIGUEL MARQUES,,,1964-12-22,35731625921,670144479,1994-07-19,IFP,MG,Sr. Rael Novais,3,novaesvicente@example.org,0900-522-5312,+55 13 93809-2137,45898-023,Recanto de Castro,751,,Vila Suzana Primeira Seção,da Costa,RJ,True,False,False,59
Luiza Aragão,LUIZA ARAGÃO,,,1985-02-15,98281831103,613853732,2003-01-11,OAB,SP,Davi Lucas Porto,7,samaria-eduarda@example.org,+55 31 9134-2309,+55 (14) 99193-7487,36429-516,Estrada de Cunha,5,,Vila Ecológica,Barros,MG,False,True,False,59
Apollo Santos,APOLLO SANTOS,,,1955-05-25,91782958584,895443594,2001-08-12,DETRAN,RS,Noah Santos,3,sampaiolucas-gabriel@example.org,(051) 2526 5580,+55 (004) 90091 2402,12553-999,Sítio Costa,63,,Atila De Paiva,Pacheco da Prata,RJ,False,False,False,59
Ana Beatriz Araújo,ANA BEATRIZ ARAÚJO,,,2005-12-30,39080792683,287455821,1995-05-24,DETRAN,RS,Oliver Azevedo,4,mvasconcelos@example.org,41 1660 4656,+55 99 99965-4306,72315-088,Área de Viana,235,,Conjunto Providencia,Aragão Alegre,PR,False,False,False,59
Ana Cecília Barros,ANA CECÍLIA BARROS,Bernardo Mendes,BERNARDO MENDES,1984-12-26,71318106494,865679293,2004-12-18,SSP,RS,Pietra da Luz,5,dmonteiro@example.com,84 3085-9001,+55 66 9 3012 2128,92830-131,Praia de das Neves,9,,Vila Suzana Primeira Seção,Azevedo da Praia,RS,False,False,False,59
Stella Campos,STELLA CAMPOS,Clara Pimenta,CLARA PIMENTA,1946-10-30,72231765551,195975826,1994-12-01,DETRAN,RJ,Lucas da Cunha,7,brendamoraes@example.org,+55 (084) 6940-4283,+55 08 9 9977 5615,44370928,Aeroporto Caroline Teixeira,759,,Marieta 3ª Seção,Araújo,RJ,False,False,False,59
Sophie Mendes,SOPHIE MENDES,,,1964-11-17,33918870600,708560127,2000-07-17,OAB,SP,Fernando Fogaça,4,portopedro@example.com,(081) 1662 5238,+55 89 96935 6876,22986-144,Rua Henrique Câmara,46,,Vila Independencia 1ª Seção,Sales do Galho,RS,True,False,False,59
Maria Alice Casa Grande,MARIA ALICE CASA GRANDE,,,1968-11-10,31908288736,337989911,1999-04-25,DETRAN,RS,Letícia Vargas,6,bfreitas@example.net,51 7254 9597,+55 (024) 95476-5072,07254863,Vila Thomas Viana,64,,Vila São Geraldo,Pastor do Campo,SP,False,False,False,59
Sr. Matheus Cunha,SR. MATHEUS CUNHA,,,1948-03-25,48109348106,930516324,2002-12-03,IFP,RJ,Pietro Guerra,6,siqueiramaria-alice@example.com,+55 (061) 9955-9744,+55 90 98067-9457,37430-321,Esplanada Martins,96,,Vila Inestan,Macedo Alegre,PR,True,False,False,59
Breno Leão,BRENO LEÃO,Sr. Yago Pereira,SR. YAGO PEREIRA,1963-10-18,06782306255,768695339,1998-03-12,DETRAN,MG,Daniela Pastor,6,diogo43@example.net,0300 864 0711,+55 06 94293 7418,73796117,Distrito Pacheco,25,,Juliana,Correia,PR,False,False,False,59
Vinicius Câmara,VINICIUS CÂMARA,,,1999-06-09,83310361071,,,,,Theodoro Guerra,6,leoda-luz@example.org,31 1614 0602,+55 (82) 9 7310 8218,62878394,Condomínio Pedro Araújo,51,,Solimoes,Dias,RJ,False,False,False,59
João Felipe Rios,JOÃO FELIPE RIOS,,,1948-11-30,31625402830,177111401,2002-09-30,IFP,SP,Anna Liz Gonçalves,2,sousapietro@example.net,(051) 6326-6330,+55 (92) 92422 2947,58431600,Praça da Rosa,64,,Paquetá,Ferreira de Camargo,RS,False,False,False,59
Dra. Agatha Porto,DRA. AGATHA PORTO,,,2003-11-16,67722709249,693926466,1996-11-05,SSP,MG,Sabrina Gomes,4,julia89@example.net,+55 (021) 4812-7071,+55 (26) 9 8963 2125,82517084,Área Pacheco,405,,Vila São João Batista,Cavalcante,PR,True,False,False,59
Diego Sales,DIEGO SALES,,,1965-11-28,14928012089,174994766,1998-02-12,SSP,MG,Luan Pimenta,7,mayagoncalves@example.net,(071) 6379 0099,+55 (03) 91178-6602,25220753,Lagoa de Carvalho,456,,Conjunto Celso Machado,Câmara de da Luz,RS,True,False,False,59
Erick Leão,ERICK LEÃO,,,1985-07-27,41057166626,,,,,Ana Julia Rocha,6,isadoramelo@example.net,0800-401-9910,+55 04 97488-1154,43661-847,Vereda de Vasconcelos,38,,Primeiro De Maio,Santos,RS,False,False,False,59
Sr. João Vitor Fernandes,SR. JOÃO VITOR FERNANDES,,,1970-07-05,15163526456,124344496,2000-04-27,OAB,MG,Liz Cirino,4,galves@example.org,0900 948 0349,+55 (37) 9 4781-1621,32668-361,Passarela Ferreira,11,,Novo São Lucas,Sá,MG,True,False,False,59
Cauê Fonseca,CAUÊ FONSECA,,,1949-09-14,00909016496,,,,,Francisco da Mata,6,gsousa@example.org,0800-979-9517,+55 (035) 91705 6738,96602290,Pátio Aragão,44,,Engenho Nogueira,da Paz de Minas,RJ,False,False,False,59
Srta. Aurora Cavalcante,SRTA. AURORA CAVALCANTE,,,1983-02-17,33679666900,,,,,Maria Luísa Carvalho,2,marinagoncalves@example.org,81 0227-5467,+55 84 94356 6040,92416563,Quadra Garcia,66,,Anchieta,Nogueira Verde,PR,False,False,False,59
Otávio da Rocha,OTÁVIO DA ROCHA,,,1994-05-15,36346747096,112109880,2005-04-01,IFP,RS,Maria Isis Camargo,5,salesravi@example.net,+55 41 3609-6994,+55 43 9 4947-7074,67570336,Esplanada Alves,22,,Vila Boa Vista,Barros de Goiás,RJ,False,False,False,59
Ana Laura Borges,ANA LAURA BORGES,,,2005-03-25,37575416935,589084725,1995-08-08,IFP,RS,Noah Fernandes,6,isabelviana@example.org,(021) 0933-4955,+55 58 96264-2950,74532370,Parque de Ramos,12,,Palmares,Gonçalves,RS,False,False,False,59
Apollo Castro,APOLLO CASTRO,,,1987-02-01,32886397857,716694321,1999-06-25,OAB,SP,Anna Liz Cavalcante,7,fogacagiovanna@example.com,+55 61 9696 6435,+55 83 98074-7297,58696850,Distrito de Lopes,6,,Alto Das Antenas,Sampaio Alegre,PR,True,False,False,59
Carolina Carvalho,CAROLINA CARVALHO,,,1980-03-08,96757141078,113940889,2001-09-12,DETRAN,RS,Erick da Rosa,7,luiz-felipeabreu@example.com,+55 81 2510-8862,+55 (086) 91302-9464,45506-065,Condomínio Maria Luiza Gomes,7,,Nossa Senhora Da Aparecida,Duarte,PR,False,True,False,59
Alana Aparecida,ALANA APARECIDA,,,2012-05-16,56502637876,689261552,2005-07-09,OAB,RS,Guilherme Nunes,3,rmontenegro@example.net,21 0618-9239,+55 (62) 93560 1254,05201-314,Vale Moura,56,,Nova Floresta,Machado dos Dourados,RJ,True,False,False,59
Yuri das Neves,YURI DAS NEVES,,,1963-11-26,23963732938,661161603,1996-05-27,DETRAN,PR,Eloah Souza,6,rda-cruz@example.com,51 9477 6955,+55 (83) 9 9698-7229,33745-485,Favela Guerra,30,,Ouro Preto,Lima,RS,True,False,False,59
Alícia Brito,ALÍCIA BRITO,,,1980-02-06,60350251967,,,,,Valentim Almeida,3,anna-lizmelo@example.net,+55 (051) 2431 6311,+55 (078) 99346-8711,15076-624,Vale Luiza Mendonça,79,,Vila São Francisco,Marques,RS,False,False,False,59
Nicole Pacheco,NICOLE PACHECO,,,1955-09-02,81505256615,182208205,1997-01-09,IFP,RS,Vinícius Brito,2,yagocamara@example.net,(031) 7220-5273,+55 (09) 98024-8894,71944578,Favela de Gonçalves,78,,Vila Piratininga,Nunes da Prata,RS,True,False,False,59
Brayan Pereira,BRAYAN PEREIRA,,,1959-06-14,25032363243,597194130,1997-02-08,DETRAN,RS,Dra. Stella Guerra,3,nascimentoantony@example.org,+55 71 6433-7402,+55 25 99952 7327,02023839,Quadra Benício da Luz,77,,Outro,Montenegro,SP,False,False,False,59
Bruno Ribeiro,BRUNO RIBEIRO,,,1949-09-21,18899684391,393957721,1998-11-02,DETRAN,MG,Emanuelly da Cunha,3,ana-vitoriamonteiro@example.org,(021) 0809-1602,+55 (096) 95087 5483,60445-350,Setor Maria Julia Pires,44,,Lagoinha Leblon,Viana das Pedras,SP,False,False,False,59
Mirella Rezende,MIRELLA REZENDE,,,1954-05-27,00827202741,,,,,Alana Pacheco,7,sofiamoraes@example.com,+55 (071) 7099 5915,+55 00 9 8808-4357,44710986,Avenida Raul Cavalcante,95,,Santa Inês,Nunes da Praia,SP,False,False,False,59
Camila da Rosa,CAMILA DA ROSA,Nina Dias,NINA DIAS,1995-03-22,31152174983,546726917,1999-09-06,IFP,SP,Fernanda Camargo,7,brunosales@example.net,11 8263 1921,+55 (089) 97879 8150,51262067,Quadra Fogaça,39,,Nova Suíça,Almeida,SP,False,False,False,59
Maria Júlia Pimenta,MARIA JÚLIA PIMENTA,,,1973-11-01,60850758637,350352908,1999-04-28,DETRAN,RS,Isadora Ribeiro,7,maria-luizagarcia@example.org,0300-422-0189,+55 00 97857 2001,35656-380,Feira de Moraes,177,,Santa Branca,Pereira das Pedras,RJ,True,False,False,59
Dr. Gael Castro,DR. GAEL CASTRO,,,2007-02-28,26027580518,221200500,1998-10-12,IFP,PR,Renan Macedo,7,vieiramaysa@example.com,+55 (081) 5170-8886,+55 (088) 95026 6460,61517-308,Praia Oliveira,69,,Heliopolis,Sales,SP,True,False,False,59
Dra. Hellena Abreu,DRA. HELLENA ABREU,,,2007-01-12,07982629580,,,,,Sr. Luigi da Rocha,5,pedromendonca@example.org,0300 631 0624,+55 (93) 90921 9285,50708589,Praia Isis Nunes,38,,Serra Do Curral,Martins,MG,True,False,False,59
Benjamin Rios,BENJAMIN RIOS,Marcela da Mota,MARCELA DA MOTA,1961-05-18,36754725583,,,,,Sr. Davi Lucas Gomes,6,rmarques@example.org,(051) 5728-7807,+55 (30) 98800-1019,17648-844,Quadra Santos,94,,Jardim Dos Comerciarios,Vieira do Galho,PR,True,False,False,59
Catarina Souza,CATARINA SOUZA,,,1956-03-02,14737681792,368686645,1995-07-04,DETRAN,RS,Sra. Gabriela Moraes,7,bentoda-paz@example.com,(084) 7736-4061,+55 (015) 95032 7603,27008279,Alameda Samuel Novais,27,,Horto Florestal,Castro de Pires,MG,True,False,False,59
Srta. Eloah Azevedo,SRTA. ELOAH AZEVEDO,,,1950-12-21,68190904639,780932250,2002-09-05,SSP,SP,Dra. Luara Moraes,4,zmontenegro@example.net,(081) 2112 6902,+55 74 99815 5969,59196510,Lago de Melo,64,,Vila Antena Montanhês,Campos Verde,PR,False,False,False,59
Srta. Marcela Farias,SRTA. MARCELA FARIAS,,,1961-11-16,72384782185,481461542,2003-10-05,SSP,PR,Luiz Gustavo Ferreira,5,costamaria-liz@example.net,(051) 9588-9549,+55 (86) 97282 7245,64127-992,Rua Oliver Barbosa,98,,Vila Sumaré,Câmara,SP,False,False,False,59
Maria Luísa da Mota,MARIA LUÍSA DA MOTA,,,1994-08-23,04349208941,368592069,1997-03-19,DETRAN,RS,Júlia Machado,7,yrodrigues@example.net,41 0847 2365,+55 (67) 93241 9750,76628370,Parque Farias,578,,Pilar,Sampaio dos Dourados,MG,False,False,False,59
Brayan Rocha,BRAYAN ROCHA,,,1953-04-08,43592691295,604717681,1999-12-27,OAB,MG,Hellena Sá,4,maria-isis10@example.org,61 8570-4711,+55 (45) 92695 2616,76894-027,Praia de Ribeiro,9,,Conjunto Novo Dom Bosco,Nunes Paulista,SP,False,False,False,59
Dra. Ana Luiza Sales,DRA. ANA LUIZA SALES,,,1988-03-06,83700166931,334414863,2005-02-10,SSP,SP,Maria Julia Guerra,2,peixotoemanuella@example.org,(061) 7499-4345,+55 (088) 96323-8436,60376-760,Feira de da Mota,42,,Vila Puc,Fernandes,RJ,True,False,False,59
Eloah Ribeiro,ELOAH RIBEIRO,,,1998-05-29,53289589005,399835166,1999-07-25,SSP,RJ,Sra. Ana Clara Lima,3,gaparecida@example.org,+55 (061) 6604 9905,+55 80 9 3881 2561,33907480,Residencial Castro,54,,Cachoeirinha,Ferreira do Sul,MG,False,False,False,59
Davi Miguel Leão,DAVI MIGUEL LEÃO,,,1998-05-02,50762576278,673641115,1999-08-10,DETRAN,RJ,Clarice Nascimento,6,marcos-viniciussousa@example.org,+55 31 1596 5074,+55 (05) 93238-4912,55531-186,Chácara Abreu,39,,Canadá,Pinto de Gonçalves,PR,False,False,False,59
Milena Abreu,MILENA ABREU,,,1990-07-04,25010535831,,,,,Bryan Sousa,6,davi-luizrocha@example.org,+55 (051) 4393-8211,+55 16 9 8070 2862,62107761,Vale Eloah Borges,28,,Buritis,Silveira de da Luz,RJ,True,False,False,59
Joaquim Caldeira,JOAQUIM CALDEIRA,,,1947-12-23,98781650434,115535732,1996-07-24,SSP,SP,Dr. Luiz Miguel da Cunha,6,imarques@example.net,31 1526-3563,+55 (10) 9 4333-6113,54574-149,Aeroporto Leão,822,,Bonsucesso,Camargo de Minas,RJ,True,False,False,59
Leandro Santos,LEANDRO SANTOS,,,1969-03-18,88525104949,447178527,2003-06-25,SSP,PR,Bryan da Rocha,2,tda-luz@example.net,+55 81 2283-3593,+55 (01) 9 5672-9720,26237943,Feira Bernardo Moreira,40,,São Damião,Sales Grande,SP,False,False,False,59
Aylla Campos,AYLLA CAMPOS,,,1963-05-30,34018225512,746408443,2003-12-11,SSP,MG,Mariane Moura,3,gdias@example.com,+55 71 7676 9343,+55 12 9 6716 9025,85583892,Largo Aparecida,455,,Etelvina Carneiro,Rocha de Cassiano,RJ,False,False,False,59
Anthony Viana,ANTHONY VIANA,André Aragão,ANDRÉ ARAGÃO,1972-01-11,95737390896,928847815,2004-09-20,DETRAN,SP,Gabrielly Silveira,2,lucca23@example.com,+55 84 3035 1033,+55 49 9 9931 5615,17787-114,Largo Gabriela Fonseca,22,,Solimoes,Souza da Serra,MG,False,False,False,59
Sr. Anthony Caldeira,SR. ANTHONY CALDEIRA,,,2000-04-05,49616747967,250407412,2000-06-09,SSP,RS,Eloah Caldeira,2,melinafonseca@example.com,+55 (041) 9985-7996,+55 64 9 5446-6807,74057-620,Trevo Théo Guerra,11,,Candelaria,Albuquerque Alegre,RS,False,False,False,59
Sr. Davi Cirino,SR. DAVI CIRINO,,,1954-10-27,80109062043,,,,,Vitor Pimenta,4,ynovaes@example.net,(011) 2516 3823,+55 57 9 9762 6659,57159-919,Aeroporto Vitor Hugo Teixeira,72,,Vila Santa Monica 1ª Seção,Ribeiro do Oeste,SP,False,False,False,59
Otto da Paz,OTTO DA PAZ,,,1985-06-22,87075116126,222580502,1995-05-09,SSP,RJ,Henry Silva,6,laracamara@example.com,+55 51 7569 6906,+55 (10) 97493 4439,57060-218,Loteamento Joaquim Lopes,6,,Barroca,Pinto,MG,True,False,False,59
Benício Azevedo,BENÍCIO AZEVEDO,Rael Pereira,RAEL PEREIRA,1970-07-05,83274018074,,,,,Catarina Fogaça,7,alvesluara@example.org,+55 (051) 4251 6582,+55 (36) 9 3283-7280,83034247,Favela de Macedo,2,,Nossa Senhora Aparecida,Novaes,RJ,False,False,False,59
Dr. Lucas Siqueira,DR. LUCAS SIQUEIRA,Guilherme Sá,GUILHERME SÁ,1960-02-21,36285334307,,,,,Allana Barbosa,7,bgomes@example.com,(084) 6642 0493,+55 (60) 9 8432 5686,28587578,Largo de Vasconcelos,805,,Paraíso,Almeida,MG,False,False,False,59
Antônio Moreira,ANTÔNIO MOREIRA,Isis da Mota,ISIS DA MOTA,1991-05-07,11674372507,,,,,Dr. Murilo Fonseca,7,joao-lucas86@example.org,(071) 0907-6831,+55 89 9 2355 7603,63572629,Travessa de Casa Grande,7,,São Jorge 1ª Seção,Cavalcante de Porto,SP,True,False,False,59
Maria Clara Vargas,MARIA CLARA VARGAS,,,1968-02-01,54565182106,808710561,2004-06-15,SSP,SP,Enrico Azevedo,5,wribeiro@example.com,0800-227-1177,+55 56 93028-3027,82571-807,Aeroporto Cecília Moreira,488,,Maravilha,Novais,MG,True,False,False,59
Maria Flor Rodrigues,MARIA FLOR RODRIGUES,,,2009-02-21,32917081481,,,,,Joaquim Cassiano,3,rodriguesjulia@example.net,0800 396 4770,+55 45 9 7199 1214,52653984,Estrada Garcia,29,,Morro Dos Macacos,Nogueira do Oeste,RJ,True,False,False,59
Ana Lívia Vieira,ANA LÍVIA VIEIRA,,,1986-12-20,65212488478,486871780,2002-04-03,SSP,RJ,Maria Laura da Cunha,6,catarina95@example.net,+55 (021) 6281 4918,+55 (35) 9 6564-9782,69816238,Setor Rezende,82,,Unidas,Macedo,PR,False,False,False,59
Davi Lucca Cavalcante,DAVI LUCCA CAVALCANTE,,,1988-06-23,14953224329,399443067,1999-07-02,SSP,RJ,Ana Carolina Duarte,5,caiopacheco@example.net,+55 (061) 0875-7494,+55 (029) 99527 4598,62752984,Quadra Barros,191,,Cdi Jatoba,da Luz do Amparo,RJ,False,True,False,59
Bento Macedo,BENTO MACEDO,Henry Gabriel das Neves,HENRY GABRIEL DAS NEVES,1998-05-21,08968161763,603135809,2003-04-16,OAB,PR,Maria Eduarda Pacheco,2,rpeixoto@example.org,(081) 1163 7365,+55 (13) 95270-5345,40776-458,Ladeira Araújo,10,,Sion,Santos,SP,False,False,False,59
Bento Silva,BENTO SILVA,,,2002-03-02,15375887886,138680968,2000-08-03,SSP,MG,Srta. Hadassa Ribeiro,3,loliveira@example.com,+55 (021) 4104 1890,+55 (89) 93162-6618,18394-710,Estrada de Camargo,94,,Barroca,Pastor,PR,False,True,False,59
Isabella Moraes,ISABELLA MORAES,,,2003-11-28,10193784335,294447383,2000-12-26,SSP,MG,Dra. Milena Albuquerque,4,nmacedo@example.net,0800 800 6296,+55 (94) 96550-2169,05870710,Praia de Ferreira,91,,São Jorge 2ª Seção,Pastor,RS,False,False,False,59
Maria Eduarda Camargo,MARIA EDUARDA CAMARGO,Cauã da Mota,CAUÃ DA MOTA,1961-06-19,28720220235,361227220,2001-06-10,DETRAN,MG,Davi Miguel Lima,3,pimentalucca@example.com,+55 81 9510 5218,+55 (43) 9 7408 8379,15729158,Travessa de Mendes,825,,Silveira,Cardoso de Albuquerque,RS,False,True,False,59
Ana Clara da Rocha,ANA CLARA DA ROCHA,,,1987-07-16,20375810250,158667290,1994-09-17,DETRAN,PR,Sr. Rael Machado,7,cbarbosa@example.org,(041) 9540-7415,+55 (10) 95104-5110,19761-809,Passarela Vieira,735,,Vila Maloca,Duarte da Praia,RS,False,False,False,59
Ravi Lucca Pimenta,RAVI LUCCA PIMENTA,,,1966-06-19,99134791698,238412063,1996-01-10,DETRAN,RJ,Gabrielly da Cunha,7,usilva@example.com,(081) 4411-0470,+55 (026) 98875-9189,00134-856,Pátio de da Paz,578,,Álvaro Camargos,Almeida,RS,True,False,False,59
João Lucas Teixeira,JOÃO LUCAS TEIXEIRA,,,1944-09-12,10965862232,115655119,1999-07-01,IFP,MG,Dra. Maria Clara Vasconcelos,3,ddias@example.com,+55 (071) 0221-9074,+55 (24) 90178-4834,77409-151,Lagoa Cavalcanti,910,,Milionario,Lima da Mata,MG,False,False,False,59
Eloá Barbosa,ELOÁ BARBOSA,,,1982-12-28,79571938386,332083923,2006-02-25,IFP,RJ,Sofia Duarte,7,pereiraantony@example.com,0800 101 7786,+55 (021) 92272 2936,77315-445,Loteamento Breno Lima,197,,Vila Nova,Pimenta,RS,False,False,False,59
Dr. Ravi Lucca Novais,DR. RAVI LUCCA NOVAIS,,,1996-11-07,00969024002,979283176,2000-10-03,SSP,RS,Srta. Maria Isis Siqueira,7,pedro-miguel09@example.org,+55 (071) 1828 5146,+55 (89) 99177-8770,74940-582,Trecho de Monteiro,74,,Bairro Das Indústrias Ii,da Mata,RJ,False,False,False,59
Joana Teixeira,JOANA TEIXEIRA,,,1986-06-02,87311755115,984387089,2005-03-05,OAB,PR,Dr. Gustavo Henrique das Neves,2,maria-vitoria05@example.com,+55 (031) 6232-7745,+55 (86) 91375-0431,63178067,Alameda de Caldeira,65,,Floresta,Souza,RS,False,False,False,59
Rebeca Ferreira,REBECA FERREIRA,Theo Porto,THEO PORTO,1986-07-27,44711454527,219277004,2003-10-13,DETRAN,RJ,Esther Almeida,2,miguel18@example.com,(011) 1673 9586,+55 84 9 2624 3358,55638200,Núcleo Fogaça,82,,Marilandia,Porto,RJ,False,False,False,59
Cauã Pinto,CAUÃ PINTO,,,1963-07-13,97427834623,,,,,Giovanna Aragão,3,cavalcantemaria-julia@example.org,+55 (071) 0145 1399,+55 47 9 9368-1013,12366150,Distrito de Cirino,90,,Floresta,Leão das Flores,RJ,False,False,False,59
Bárbara Porto,BÁRBARA PORTO,,,1964-03-11,39771055151,,,,,Sr. Erick Silva,7,henry-gabrielsilva@example.com,+55 31 7606-9820,+55 (51) 9 3158-3658,50724-523,Chácara Maria Alice Pinto,66,,Vila São Francisco,da Mota,MG,True,False,False,59
Luna Albuquerque,LUNA ALBUQUERQUE,,,1977-11-01,58280135308,965224019,2000-10-01,SSP,SP,Brayan Teixeira,6,luiz-otaviogoncalves@example.net,31 8084-5212,+55 (62) 9 1037 9418,35637361,Via de Araújo,6,,Vila São Geraldo,Fernandes da Praia,MG,True,False,False,59
Rafaela Macedo,RAFAELA MACEDO,,,1982-03-02,79793922729,190681022,2005-07-13,IFP,RS,Sra. Amanda Rios,2,ana-laura79@example.org,(061) 2649 6051,+55 (33) 9 9138 5478,31020-396,Condomínio de Silveira,741,,Pedreira Padro Lopes,Câmara,RS,True,False,False,59
Daniel Castro,DANIEL CASTRO,Carolina da Mata,CAROLINA DA MATA,2000-10-25,98167008754,547496443,2002-03-12,IFP,RJ,Melissa Lopes,6,maria-eduardada-paz@example.org,0500-630-2703,+55 (045) 92436 3485,31461-150,Núcleo Lavínia Pinto,81,,Aparecida,Sousa das Pedras,RS,False,True,False,59
